Gene name,Mutated samples,Samples tested
KRTAP2-2,2,1259
UAP1L1,2,1281
LMOD3_ENST00000489031,2,1259
NIP7,2,1281
IFNL1,2,1281
FHIT_ENST00000341848,2,1281
CEBPA,2,1697
PCNA_ENST00000379143,2,1281
ZNF836_ENST00000322146,2,1281
DHRS13,2,1281
IRAK3_ENST00000545837,2,1281
IGFLR1,2,1281
REV3L_ENST00000619481,2,1281
FXYD1_ENST00000455515,2,1281
RPS7,2,1281
SOCS2_ENST00000536696,2,1281
KRTAP15-1,2,1281
PRR13_ENST00000547368,2,1281
HES2_ENST00000487437,2,1281
PPP2R3B,2,1259
WDR61,2,1281
NRSN2_ENST00000382285,2,1281
AC026461.4,2,1259
COQ10A_ENST00000433805,2,1281
UXT,2,1281
PTMA,2,1281
ICAM3,2,1281
EVI2A_ENST00000461237,2,1281
RGS3_ENST00000620489,2,1311
SPATA2_ENST00000289431,2,1281
HSPB11_ENST00000371376,2,1281
NPPA_ENST00000610706,2,1281
SIX5,2,1281
RPL34,2,1281
MIEF2_ENST00000395703,2,1281
PBX2,2,1281
HES6_ENST00000409160,2,1281
NUBP2_ENST00000565987,2,1281
SUMO2,2,1281
KRTAP6-2,2,1281
NDUFC1_ENST00000394228,2,1281
ZFAND2B_ENST00000409412,2,1281
TRMT12,2,1281
C6orf136_ENST00000376471,2,1281
KRTAP4-3,2,1259
FKBP1B_ENST00000452109,2,1281
FAM187A,2,1259
UBA1_ENST00000377269,2,1281
GAST,2,1259
NDUFC1,2,1281
MBLAC1,2,1281
TNFAIP3_ENST00000614035,2,1727
GLRX_ENST00000237858,2,1281
OR3A2,2,1259
NICN1_ENST00000436744,2,1281
RNF166_ENST00000541206,2,1281
RPL26_ENST00000578812,2,1281
PDLIM5_ENST00000359265,2,1281
GGTLC2_ENST00000613850,2,1259
PTS_ENST00000525803,2,1281
FXYD1_ENST00000588607,2,1281
ACVRL1_ENST00000419526,2,1281
ANO8_ENST00000630631,2,1281
BTBD6,2,1281
DIPK1B,2,1281
MRPL55_ENST00000366744,2,1281
GH1_ENST00000458650,2,1281
ACP5_ENST00000590420,2,1281
OR2K2,2,1281
CHRNA10_ENST00000534359,2,1282
FABP3,2,1281
LRRC75B,2,1281
HYAL2_ENST00000442581,2,1281
ADH5_ENST00000626055,2,1281
SFXN3_ENST00000393459,2,1281
CHRNA10,2,1282
SOST,2,1281
OR4C12,2,1281
PRDX5_ENST00000347941,2,1281
CKS2,2,1281
MRPL55_ENST00000366731,2,1281
TSPYL6,2,1281
GNB2_ENST00000393926,2,1281
RPS15_ENST00000592623,2,1281
RNASE9,2,1281
TAAR9,2,1259
CNOT7_ENST00000628418,2,1281
ITPRIPL1_ENST00000439118,2,1281
PSME2_ENST00000560410,2,1281
GSTP1,2,1281
PTP4A1_ENST00000578299,2,1281
GDF9,2,1281
EGFL8,2,1281
LRCH4_ENST00000619071,2,1282
RCAN1_ENST00000492600,2,1281
MYL6_ENST00000549566,2,1281
ZNF177,2,1281
TAX1BP3,2,1281
THPO_ENST00000445696,2,1281
NKG7_ENST00000600427,2,1281
S1PR2_ENST00000590320,2,1259
NDUFAF3_ENST00000326912,2,1281
SPAG11B_ENST00000297498,2,1259
ICAM3_ENST00000589261,2,1281
HBB_ENST00000335295,2,1281
E2F4,2,1281
NICN1_ENST00000615713,2,1281
IL32_ENST00000440815,2,1281
ZNF511,2,1281
YBX2,2,1281
RPS7_ENST00000403564,2,1281
CD8A_ENST00000409781,2,1281
CYSRT1,2,1259
CENPX,2,1281
GDF9_ENST00000624495,2,1281
NDUFC1_ENST00000539002,2,1281
NDUFB11,2,1281
CSTL1_ENST00000619238,2,1281
BOD1_ENST00000480951,2,1281
MIOX,2,1281
CHRNB1_ENST00000575379,2,1281
ENO2_ENST00000229277,2,1281
TMEM60,2,1281
PLPP5_ENST00000422581,2,1259
ODF3B_ENST00000428989,2,1281
ORMDL2,2,1281
AK1_ENST00000373156,2,1281
GPR182,2,1281
ODF3B,2,1281
NGB,2,1281
RPS27L_ENST00000462430,2,1281
INTS11_ENST00000429572,2,1281
SFXN3,2,1281
RPL28_ENST00000428193,2,1281
IL32_ENST00000396890,2,1281
HMBS_ENST00000392841,2,1281
MFAP2_ENST00000375534,2,1281
SIGMAR1_ENST00000477726,2,1281
RPL7A,2,1281
MYL12A,2,1281
LYPD5,2,1281
ACP5_ENST00000412435,2,1281
GRAMD1B_ENST00000533341,2,1281
COX8C,2,1281
RPUSD4_ENST00000533628,2,1281
GH1,2,1281
HIC1_ENST00000619757,2,1281
OR5H15_ENST00000383696,2,1281
BIRC5_ENST00000374948,2,1289
LAMTOR5,2,1281
AKR1C2_ENST00000455190,2,1281
COX7A2_ENST00000509698,2,1281
EGFL8_ENST00000333845,2,1281
SLC25A3_ENST00000551265,2,1281
RASSF7_ENST00000431809,2,1281
TTLL12_ENST00000494035,2,1281
ZNF788P,2,1259
CHTF18,2,1281
EIF3G,2,1281
P2RX2_ENST00000351222,2,1281
COQ10A_ENST00000546544,2,1281
HP_ENST00000228226,2,1259
PLAU,2,1281
SSTR4,2,1281
PRSS2_ENST00000632805,2,1259
BCL2L12_ENST00000246784,2,1281
CABP2_ENST00000636477,2,1281
APOBR,2,1281
ATP6V1G1,2,1281
GDF9_ENST00000621295,2,1281
MRPL55_ENST00000366747,2,1281
THTPA,2,1281
BECN2,2,1259
TMEM97_ENST00000336687,2,1281
ANKRD9,2,1281
REXO2_ENST00000544196,2,1281
RFESD,2,1281
INO80B,2,1281
TCEAL6,2,1281
CCDC106_ENST00000591578,2,1281
PROZ_ENST00000375547,2,1281
PLA2G1B_ENST00000423423,2,1281
PEX11B,2,1281
TRIM64,2,1259
HSP90B1_ENST00000614327,2,1281
COA6,2,1281
MYLPF,2,1281
OR2C1,2,1281
U2AF1L4,2,1281
MXD3_ENST00000513063,2,1281
CXCR6,2,1281
CLDN23,2,1259
RAET1L,2,1281
ZBED3,2,1311
LRRC10B,2,1259
CDKN2B_ENST00000380142,2,1665
IER3,2,1281
TCEAL3,2,1281
KRTAP3-2,2,1259
DHDH,2,1281
HYAL2_ENST00000395139,2,1281
EPGN,2,1281
CXCL8,2,1281
TRAPPC5,2,1281
ARL6IP4_ENST00000439686,2,1281
AMT_ENST00000636199,2,1281
TCAF2_ENST00000357344,2,1281
PSMG1,2,1281
DUSP9,2,1281
TMEM250_ENST00000561457,2,1259
ARFRP1_ENST00000607873,2,1281
CLDN25,2,1259
ISCU_ENST00000547005,2,1281
RNASE9_ENST00000555230,2,1281
METTL7B,2,1281
RASSF7,2,1281
SCO2,2,1281
OR1L4,2,1281
MAIP1_ENST00000392290,2,1281
RPS15_ENST00000233609,2,1281
ARL1,2,1281
LRG1,2,1281
FUT6_ENST00000592563,2,1281
SEMA3B_ENST00000418576,2,1259
TMEM150A,2,1281
HP_ENST00000569639,2,1259
TIMP1,2,1281
LTO1_ENST00000542341,2,1281
NRSN2_ENST00000621012,2,1281
KIF9_ENST00000425853,2,1281
DNAJC9,2,1281
EPGN_ENST00000503098,2,1281
MSGN1,2,1281
DIRAS3_ENST00000646789,2,1281
HLA-G_ENST00000360323,2,1281
TMED1_ENST00000588289,2,1281
RPL21_ENST00000326092,2,1281
FCHSD1_ENST00000522783,2,1281
PLEKHJ1_ENST00000586608,2,1281
DLK2_ENST00000372488,2,1281
TMEM249,2,1259
BCL2_ENST00000589955,2,1687
RPL22L1,2,1259
MRPS23_ENST00000578444,2,1281
MIOX_ENST00000395733,2,1281
BCKDK_ENST00000394950,2,1281
LEUTX_ENST00000638280,2,1259
SLC26A6_ENST00000420764,2,1281
COA6_ENST00000366613,2,1281
PNCK_ENST00000370142,2,1281
CHCHD2,2,1281
CITED1_ENST00000431381,2,1281
C18orf32_ENST00000318240,2,1281
RGL4_ENST00000401461,2,1281
KRTAP4-8_ENST00000318329,2,1259
RFXAP,2,1281
ALKBH6_ENST00000485128,2,1281
RBM48_ENST00000481551,2,1281
CLDN22,2,1281
ARFRP1_ENST00000619493,2,1281
CXorf40B_ENST00000355203,2,1281
JMJD4_ENST00000615711,2,1281
ANKRD65_ENST00000442470,2,1259
C1orf52_ENST00000344356,2,1281
PRR13_ENST00000549924,2,1281
POU5F1,2,1289
KLK3_ENST00000597483,2,1281
MAFB,2,1289
CLPS,2,1281
AMELX_ENST00000348912,2,1281
SCO2,2,1281
DGAT1_ENST00000332324,2,1259
RBM48,2,1281
CBLN2_ENST00000585159,2,1281
PSMA4_ENST00000558281,2,1281
HCAR3,2,1259
TRIM28_ENST00000341753,2,1281
HNRNPA1L2,2,1281
HP_ENST00000570083,2,1259
SAP18,2,1281
TPM2_ENST00000378292,2,1281
VPS29_ENST00000552130,2,1281
ZBTB12,2,1281
RPL7A_ENST00000315731,2,1281
IL32_ENST00000548652,2,1281
GLMP,2,1281
GLMP_ENST00000622703,2,1281
CCDC124_ENST00000445755,2,1281
KIFC2_ENST00000645548,2,1281
CORT,2,1311
ITPRIPL1_ENST00000536814,2,1281
ZFAND5_ENST00000376962,2,1281
MNX1,2,1281
KRTAP10-3,2,1281
GABARAP_ENST00000577035,2,1281
IL11_ENST00000590625,2,1283
SLC26A6_ENST00000455886,2,1281
RELL2_ENST00000444782,2,1281
ATP5F1A_ENST00000593152,2,1281
GLRX_ENST00000512469,2,1281
GIMAP6_ENST00000328902,2,1281
RSC1A1,2,1281
MEA1_ENST00000645375,2,1281
ACP5_ENST00000433365,2,1281
NAA38_ENST00000575208,2,1281
ENO2_ENST00000541477,2,1281
PYGO2,2,1281
AL035460.1,2,1259
PIK3IP1,2,1281
DNAJC4_ENST00000628077,2,1281
MFSD5,2,1281
RNF167_ENST00000575111,2,1281
CAPS,2,1281
DERL3,2,1281
SERPINA5,2,1281
HTR1B,2,1281
IL17C,2,1281
DLX4_ENST00000411890,2,1281
TNFRSF4,2,1281
YAF2_ENST00000555248,2,1281
ANKRD65_ENST00000454272,2,1259
FOLR2,2,1281
CGB5,2,1259
ZNF414_ENST00000255616,2,1281
THTPA_ENST00000404535,2,1281
RPS11_ENST00000599561,2,1281
TEX12,2,1281
GPHA2,2,1281
CD151_ENST00000322008,2,1281
AMT_ENST00000395338,2,1281
OR10S1,2,1311
MEA1_ENST00000643776,2,1281
ENTPD2_ENST00000312665,2,1281
DALRD3,2,1281
SFTPC_ENST00000522109,2,1281
HES6_ENST00000409574,2,1281
GPX2_ENST00000612794,2,1281
PPIH_ENST00000372550,2,1281
HIST1H2AG,2,1281
TMEM81,2,1281
SRSF8,2,1259
BOD1L2,2,1259
BCKDK_ENST00000287507,2,1281
MILR1_ENST00000616498,2,1259
ZG16,2,1259
FPGT_ENST00000534056,2,1281
OSR2_ENST00000523368,2,1259
C6orf120,2,1281
OR1N2_ENST00000373688,2,1281
ZNF24,2,1281
DHDH_ENST00000523250,2,1281
MOB3C,2,1281
SAC3D1,2,1281
HCAR1,2,1289
DNAJC28,2,1281
THOC6_ENST00000574549,2,1281
IFRD2_ENST00000436390,2,1259
LIMD2,2,1281
RRM2_ENST00000304567,2,1281
SHISA8,2,1259
CASK_ENST00000486402,2,1281
NFATC4_ENST00000555393,2,1281
STATH_ENST00000381060,2,1281
DERL2_ENST00000572834,2,1281
SPDYE16,2,1259
NCR3,2,1281
WFDC2,2,1281
GH1_ENST00000351388,2,1281
ARL16,2,1259
P2RX2,2,1281
OR4C5,2,1281
PTMA_ENST00000409115,2,1281
ERICH4,2,1259
KRTAP5-4_ENST00000616115,2,1259
PTMA_ENST00000409683,2,1281
ACVRL1_ENST00000550683,2,1281
LRRC70,2,1281
PROSER3_ENST00000421853,2,1259
ZBED2,2,1281
SELENOW_ENST00000593892,2,1259
SYTL1_ENST00000616558,2,1281
S100A2_ENST00000487430,2,1281
MPDU1_ENST00000423172,2,1282
DGAT1,2,1259
FRMD5_ENST00000636859,2,1281
AMT_ENST00000636865,2,1281
RPRM,2,1281
CD52,2,1281
MRPL55_ENST00000366740,2,1281
WFDC2_ENST00000217425,2,1281
AP2M1_ENST00000439647,2,1281
USP51,2,1281
AL391650.1,2,1259
IL32_ENST00000551122,2,1281
RPS27A_ENST00000639844,2,1281
XRCC3,2,1281
LBX2_ENST00000341396,2,1281
TMEM208,2,1259
GNGT2_ENST00000503070,2,1281
RGS4_ENST00000527809,2,1281
ZAR1L_ENST00000345108,2,1281
RNF151,2,1259
GAGE12J,2,1259
AC106774.10,2,1259
PLPPR3,2,1281
PFKL_ENST00000628044,2,1281
KIF12_ENST00000640217,2,1281
COX7C,2,1281
KLHL31_ENST00000407079,2,1259
DEFB106A,2,1259
ATP5F1E_ENST00000395663,2,1281
ATXN7L3_ENST00000389384,2,1281
RMI2_ENST00000576027,2,1281
HMHB1,2,1281
THPO,2,1281
CHTF18_ENST00000631357,2,1281
COPS9,2,1281
COX4I1_ENST00000253452,2,1281
PSMD10,2,1281
OR6B1_ENST00000408922,2,1281
OR2T29,2,1259
TAF7,2,1281
ABCA3_ENST00000567910,2,1311
PEX26_ENST00000428061,2,1281
BLOC1S2,2,1281
DENND2D,2,1281
PLK3,2,1281
CASP1_ENST00000640184,2,1281
ORMDL2_ENST00000550836,2,1281
ACSM5_ENST00000575070,2,1281
PNMA8A_ENST00000438932,2,1281
PDCD2_ENST00000537445,2,1281
RPS13_ENST00000228140,2,1281
HSPA2_ENST00000247207,2,1259
TAF8_ENST00000472818,2,1281
CFAP126,2,1281
RPS15_ENST00000591032,2,1281
BIRC7_ENST00000395306,2,1281
VCX3A,2,1259
OR2W3,2,1281
VGLL4_ENST00000424529,2,1281
ENO2_ENST00000538763,2,1281
PREB,2,1281
GPR33,2,1259
JMJD4_ENST00000620518,2,1281
COPRS_ENST00000378634,2,1281
HP_ENST00000613898,2,1259
NSMCE3,2,1281
AMT_ENST00000538581,2,1281
PHPT1,2,1281
KRTAP10-12,2,1281
CLDN8,2,1281
THOC6_ENST00000253952,2,1281
GMFG_ENST00000598034,2,1281
OR4N2_ENST00000315947,2,1281
CAMKV_ENST00000620470,2,1281
GOLGA6L6,2,1259
ALG1,2,1281
MSRB1_ENST00000622125,2,1281
GH1_ENST00000617086,2,1281
RARRES2,2,1281
UBALD2,2,1281
KIF12_ENST00000468460,2,1281
PTGDR2,2,1281
GPSM3_ENST00000375043,2,1281
PRAMEF26,2,1259
P2RX2_ENST00000352418,2,1281
CDK2_ENST00000354056,2,1281
DDIT4,2,1281
MRPL55_ENST00000366734,2,1281
OR5L2,2,1281
CD300LD,2,1259
HIGD1B_ENST00000591513,2,1281
C19orf85,2,1259
CKS1B_ENST00000368439,2,1289
H3F3B_ENST00000586607,2,1680
CGA,2,1281
C20orf173,2,1259
TGIF2LY_ENST00000321217,2,1259
DBNDD2_ENST00000360981,2,1281
EIF1_ENST00000591776,2,1281
HDDC3_ENST00000330334,2,1281
HTRA2_ENST00000352222,2,1281
ZNF311,2,1259
MAG_ENST00000597035,2,1281
ZBTB9,2,1281
GADD45G_ENST00000375769,2,1281
RAMAC,2,1281
OR9Q1_ENST00000612174,2,1311
USE1_ENST00000445667,2,1259
SRP19,2,1311
IL32_ENST00000444393,2,1281
OR2T4,2,1281
HMGN1_ENST00000380747,2,1281
C18orf21_ENST00000610527,2,1281
GNG3,2,1281
LMOD3_ENST00000475434,2,1259
AMELX,2,1281
DGCR6L,2,1281
IL32_ENST00000529550,2,1281
C14orf119,2,1281
ATP6V0C_ENST00000565223,2,1281
RPS15,2,1281
H2BFS,2,1259
C1orf232,2,1259
SFTPA2_ENST00000372327,2,1259
CD151,2,1281
SERPINF1,2,1281
AC091980.2,2,1259
MAIP1,2,1281
SNX22,2,1281
RBP5,2,1281
CDRT15_ENST00000431716,2,1281
TMEM138_ENST00000381787,2,1281
MS4A12_ENST00000537076,2,1281
ACP5,2,1281
HMHB1_ENST00000638299,2,1281
OR5T3,2,1281
GNRH1,2,1281
ALDOC_ENST00000395319,2,1281
OR52W1,2,1281
ZNF205,2,1281
CDCA7_ENST00000410101,2,1281
PCBP4_ENST00000428823,2,1281
MYOCOS_ENST00000637642,2,1259
RBM3_ENST00000354480,2,1281
SOCS1,2,1698
HLA-DQB2_ENST00000435145,2,1259
NIP7_ENST00000254941,2,1281
AGGF1_ENST00000506806,2,1281
SAP18_ENST00000382533,2,1281
ISCU_ENST00000431221,2,1281
OR2A5_ENST00000408906,2,1281
P2RY8,2,1259
CTLA4_ENST00000427473,2,1679
TAX1BP3_ENST00000611779,2,1281
AMT_ENST00000635808,2,1281
PLGLB2,2,1281
PRR18,2,1281
MYL6_ENST00000348108,2,1281
NFATC4_ENST00000555802,2,1281
CACNB3_ENST00000547230,2,1281
RNASEH2C_ENST00000527610,2,1281
SPDYE5_ENST00000455862,2,1259
AMT_ENST00000636597,2,1281
HP_ENST00000562526,2,1259
GPX2,2,1281
CHAD,2,1281
ACOT2_ENST00000613168,2,1281
ERVK3-1_ENST00000413518,2,1260
MAPK13,2,1281
FGF8_ENST00000347978,2,1281
RACK1_ENST00000504726,2,1281
BIRC5_ENST00000592734,2,1289
SLC39A3_ENST00000455372,2,1281
MRPL49,2,1281
CDRT15,2,1281
COX7C_ENST00000515763,2,1281
C12orf43_ENST00000288757,2,1287
NAT9_ENST00000582524,2,1281
ZNF205_ENST00000219091,2,1281
HAUS2_ENST00000568846,2,1281
OSCAR_ENST00000359649,2,1281
SNRPF,2,1281
PTGDS,2,1281
CSNK1A1_ENST00000606299,2,1281
IZUMO1R,2,1259
SPINK13,2,1259
SDCBP2_ENST00000381808,2,1281
CMTM3_ENST00000567572,2,1281
PNMA8A,2,1281
AES_ENST00000586839,2,1281
WBP1_ENST00000393972,2,1281
FNDC5_ENST00000496770,2,1281
SCYGR4,2,1259
NPPA,2,1281
GSTP1_ENST00000642444,2,1281
C8orf59_ENST00000321777,2,1281
NTN3,2,1281
ATP5F1E,2,1281
LMOD3,2,1259
NME2,2,1259
TMEM107_ENST00000449985,2,1281
LCA5L_ENST00000485895,2,1281
MRPL49_ENST00000531705,2,1281
SCRT1,2,1259
SEMG2,2,1281
THPO_ENST00000421442,2,1281
NAT9_ENST00000583757,2,1281
AURKC_ENST00000448930,2,1289
PARP3,2,1281
SOX12,2,1281
MRPL55,2,1281
SPHK1_ENST00000545180,2,1281
GSTM3_ENST00000540225,2,1281
VARS2_ENST00000321897,2,1259
IL32_ENST00000533097,2,1281
POLR2L,2,1281
CCNL2_ENST00000408918,2,1281
TMIE_ENST00000326431,2,1281
PIGQ_ENST00000470411,2,1281
UQCRB_ENST00000523920,2,1281
ARMCX6,2,1281
CCL8,2,1281
GTPBP3_ENST00000600625,2,1281
PCBP4_ENST00000471622,2,1281
KRTAP4-5,2,1281
DPH3_ENST00000383775,2,1281
TTC9B,2,1281
CTDNEP1,2,1281
HSD3B7,2,1281
PSME2_ENST00000615264,2,1281
IFI27_ENST00000621160,2,1281
MAPK13_ENST00000373759,2,1281
TEDC2_ENST00000563531,2,1281
PRR13,2,1281
RPL9_ENST00000295955,2,1281
SOWAHD,2,1281
TMEM129,2,1281
OGG1_ENST00000344629,2,1281
SMARCD2,2,1281
TMEM170A_ENST00000569540,2,1281
ASB8,2,1281
FGFBP2,2,1259
CENPBD1,2,1259
AIF1,2,1281
TNFSF15_ENST00000374044,2,1281
PARP3_ENST00000417220,2,1281
CCDC70,2,1281
TMSB15B,2,1281
CDKN2B,2,1665
RAB34_ENST00000395245,2,1281
HSPE1_ENST00000409729,2,1281
NPIPB5_ENST00000451409,2,1259
CGA_ENST00000630630,2,1281
BIRC5_ENST00000350051,2,1289
UQCR10,2,1259
GPR34_ENST00000378138,2,1281
NAA38_ENST00000575771,2,1281
CCDC190_ENST00000367911,2,1259
RPS27L_ENST00000439025,2,1281
ALDOC,2,1281
TCEANC,2,1281
ANKRD2_ENST00000370655,2,1281
RNASE4_ENST00000397995,2,1281
ZNF174,2,1281
SERPINA5_ENST00000554276,2,1281
PRSS8,2,1259
MSRB1,2,1281
KRTAP9-2,2,1259
KLK12_ENST00000319590,2,1281
OR2V2_ENST00000328275,2,1281
TMUB2_ENST00000589856,2,1281
GPBAR1_ENST00000519574,2,1259
ARL6IP4_ENST00000426960,2,1281
OR10G7,2,1281
GMFG_ENST00000601387,2,1281
SAP25_ENST00000622764,2,1259
CCR2_ENST00000445132,2,1259
RNASE9_ENST00000553706,2,1281
RAB34_ENST00000636513,2,1281
SCGB1D4,2,1281
MYL9,2,1281
MYL6B_ENST00000552568,2,1281
AIMP2_ENST00000400479,2,1281
MS4A12,2,1281
ADM5,2,1259
NQO2_ENST00000380441,2,1281
RNH1_ENST00000356187,2,1281
NKG7,2,1281
GNB2_ENST00000393924,2,1281
LPAR2_ENST00000586703,2,1281
RAB34_ENST00000636772,2,1281
FAHD2A_ENST00000447036,2,1281
IL32_ENST00000525643,2,1281
MMP27,2,1281
SPAG11B,2,1259
ARFRP1_ENST00000612157,2,1281
NKG7_ENST00000595217,2,1281
HIST1H4I,2,1260
IER3_ENST00000376377,2,1281
LBHD1_ENST00000354588,2,1281
HIST1H3B,2,1260
DOK1_ENST00000409429,2,1281
SPRY1_ENST00000394339,2,1281
FXYD1_ENST00000588081,2,1281
DXO_ENST00000337523,2,1281
OR4K14_ENST00000305045,2,1281
RCCD1_ENST00000556618,2,1281
DDX53,2,1281
OR2T4_ENST00000366473,2,1281
MPLKIP_ENST00000645701,2,1281
TSTD1,2,1259
SENP3,2,1281
OR5H2,2,1281
DDX28,2,1281
THPO_ENST00000204615,2,1281
CXCL8_ENST00000401931,2,1281
KIF12,2,1281
SYNGAP1_ENST00000645250,2,1259
RAD1_ENST00000628399,2,1281
PATE2_ENST00000436890,2,1281
FAM72C,2,1259
MSL1_ENST00000577454,2,1281
TAAR5,2,1281
UQCRB,2,1281
SHBG,2,1281
ZBED5_ENST00000413761,2,1259
RILP,2,1281
PLGLB1_ENST00000409310,2,1259
AP4M1_ENST00000422582,2,1281
TSSK4_ENST00000287913,2,1281
SFTPC_ENST00000524255,2,1281
ODF3B_ENST00000401779,2,1281
PARP3_ENST00000431474,2,1281
RNLS_ENST00000437752,2,1281
MEA1_ENST00000645410,2,1281
LEKR1_ENST00000640869,2,1281
VARS2,2,1259
IL3RA_ENST00000381469,2,1259
RWDD2A,2,1281
RPL21,2,1281
TMSB4X_ENST00000380633,2,1281
PRPS1L1_ENST00000638645,2,1259
RETN_ENST00000381324,2,1281
TINAGL1_ENST00000457433,2,1281
NME2_ENST00000513177,2,1259
FGF8,2,1281
MED21_ENST00000546323,2,1281
ASPDH_ENST00000376916,2,1285
PTH_ENST00000529816,2,1281
TLCD1_ENST00000394933,2,1281
COX4I1_ENST00000561569,2,1281
CACNB3,2,1281
RPL27_ENST00000589037,2,1281
MAGEA4_ENST00000276344,2,1281
RASL10A_ENST00000401450,2,1281
LOX_ENST00000639739,2,1281
G3BP1_ENST00000627077,2,1281
HTATIP2_ENST00000532081,2,1281
OR5BS1P,2,1259
TICAM1_ENST00000621756,2,1281
NPIPB11_ENST00000614927,2,1259
KLK12,2,1281
GRAMD1B_ENST00000640939,2,1281
GTF2IRD2B_ENST00000614064,2,1259
PDCD2_ENST00000614056,2,1281
IMP4,2,1281
ROGDI,2,1281
TAGLN_ENST00000530649,2,1281
CHML_ENST00000638160,2,1281
IZUMO1R_ENST00000440961,2,1259
GH1_ENST00000342364,2,1281
NEK2_ENST00000366998,2,1281
CRCT1,2,1281
SMIM22_ENST00000589327,2,1259
APLNR,2,1281
GFY,2,1259
ZFPL1,2,1281
OGG1_ENST00000302003,2,1281
CDK10,2,1281
TRAPPC2L_ENST00000301021,2,1281
GALR2,2,1281
CLDND1_ENST00000511081,2,1281
SHBG_ENST00000340624,2,1281
TP53AIP1,2,1281
HOXA13,2,1281
RAB26_ENST00000541451,2,1281
THTPA_ENST00000554789,2,1281
CLDND1_ENST00000503004,2,1281
CGB2,2,1281
LZTS2,2,1281
DAZ4_ENST00000382296,2,1259
NQO2_ENST00000380454,2,1281
OR52B6,2,1281
MFSD10_ENST00000508221,2,1281
IQCF3,2,1259
MYL6_ENST00000548580,2,1281
RFESD_ENST00000311364,2,1281
CNN2_ENST00000565096,2,1281
HGH1,2,1281
NAT1_ENST00000520546,2,1281
NAT1,2,1281
GSTP1_ENST00000398603,2,1281
DNAJC19_ENST00000491873,2,1281
NDUFAF3_ENST00000395458,2,1281
TPM2_ENST00000647435,2,1281
TSSK6,2,1281
MAGEA4_ENST00000370335,2,1281
LRTOMT_ENST00000541614,2,1281
RPL8,2,1281
HIST1H4G,2,1259
RNF183,2,1281
OR11H2,2,1259
OR11H1,2,1259
CCDC153,2,1281
RPL15_ENST00000415719,2,1281
ARL6IP4_ENST00000392435,2,1281
TRPM4_ENST00000599628,2,1281
PLA2G1B,2,1281
CMTM5_ENST00000397227,2,1281
LDHAL6B,2,1281
CCDC106,2,1281
TSPYL1,2,1281
GTPBP3,2,1281
RNH1_ENST00000354420,2,1281
FADS2_ENST00000522639,2,1281
PRXL2B_ENST00000419916,2,1281
UQCR10_ENST00000401406,2,1259
RNASEH2C,2,1281
C8orf44_ENST00000390159,2,1281
SMIM11A_ENST00000399292,2,1281
CD151_ENST00000528011,2,1281
KRTAP10-9,2,1259
RPS15_ENST00000591804,2,1281
WDR90_ENST00000315764,2,1281
TPM2_ENST00000329305,2,1281
SDHAF1,2,1259
UPK3B_ENST00000334348,2,1281
C19orf67,2,1259
HES6_ENST00000409182,2,1281
CALHM6_ENST00000368606,2,1281
PLEKHS1_ENST00000354462,2,1281
GFRA4,2,1281
RBM6_ENST00000421682,2,1281
PNCK,2,1281
BRICD5_ENST00000562360,2,1281
ILVBL_ENST00000534378,2,1281
ANGPTL8,2,1259
NECAP1_ENST00000639167,2,1281
MRPL55_ENST00000391867,2,1281
LLCFC1,2,1259
SMIM22_ENST00000615471,2,1259
GCSH_ENST00000639169,2,1281
ANXA2R,2,1259
ERN1_ENST00000606895,2,1281
RPL27,2,1281
MYL6_ENST00000548400,2,1281
SOCS2_ENST00000549206,2,1281
C10orf55,2,1259
CFL2_ENST00000341223,2,1281
EIF5A_ENST00000571955,2,1281
ALDOC_ENST00000395321,2,1281
ZNF177_ENST00000590616,2,1281
FOXD1,2,1259
MAGEA4_ENST00000393921,2,1281
CKS1B,2,1289
PLEKHJ1_ENST00000326631,2,1281
TOMM6_ENST00000398881,2,1259
SMDT1,2,1281
OR5AP2,2,1281
SNX12,2,1281
OXA1L_ENST00000358043,2,1281
RPL10A,2,1281
FOLR2_ENST00000454954,2,1281
TCEAL3_ENST00000243286,2,1281
C16orf74_ENST00000602583,2,1259
APOM_ENST00000375920,2,1281
RASL10A,2,1281
C15orf61_ENST00000557807,2,1259
ADPGK_ENST00000456471,2,1281
ARL2BP,2,1281
LPAR2,2,1281
GPR34,2,1281
ERVV-1,2,1259
PACS1_ENST00000524815,2,1311
EXOSC3_ENST00000396521,2,1281
ANAPC1_ENST00000628342,2,1281
CITED1_ENST00000445983,2,1281
RNH1_ENST00000438658,2,1281
DALRD3_ENST00000441576,2,1281
WDR61_ENST00000558311,2,1281
AL929554.1,2,1259
EPGN_ENST00000502358,2,1281
C4A_ENST00000498271,2,1259
DALRD3_ENST00000313778,2,1281
CXCR6_ENST00000457814,2,1281
CTSZ,2,1281
MCEMP1_ENST00000597445,2,1281
CTDNEP1_ENST00000574322,2,1281
GSTM5_ENST00000369812,2,1281
P2RX2_ENST00000643471,2,1281
PTMS_ENST00000309083,2,1281
C4orf46_ENST00000508457,2,1281
FOLR2_ENST00000449475,2,1281
PRR13_ENST00000549581,2,1281
MAGEC3_ENST00000409007,2,1281
DNPH1_ENST00000393987,2,1281
COX5B,2,1281
DYRK1B_ENST00000601972,2,1281
IL32_ENST00000552936,2,1281
MRPL55_ENST00000348259,2,1281
EPGN_ENST00000509145,2,1281
