Gene name,Mutated samples,Samples tested
KRAS_ENST00000311936,5959,8330
KRAS,5505,8330
KRAS_ENST00000557334,5505,8330
KRAS_ENST00000556131,5382,8330
TP53,1556,2940
TP53_ENST00000610292,1170,2940
TP53_ENST00000420246,1170,2940
TP53_ENST00000619485,1170,2940
TP53_ENST00000617185,1170,2940
TP53_ENST00000610538,1170,2940
TP53_ENST00000445888,1170,2940
TP53_ENST00000620739,1170,2940
TP53_ENST00000413465,1170,2940
TP53_ENST00000622645,1170,2940
TP53_ENST00000455263,1170,2940
TP53_ENST00000615910,1168,2940
TP53_ENST00000359597,1168,2940
TP53_ENST00000510385,1102,2940
TP53_ENST00000610623,1102,2940
TP53_ENST00000504290,1102,2940
TP53_ENST00000618944,1102,2940
TP53_ENST00000504937,1102,2940
TP53_ENST00000619186,1102,2940
SMAD4,526,2828
CDKN2A_ENST00000304494,433,2912
LRP1B,402,1402
SMAD4_ENST00000398417,387,2828
CSMD1_ENST00000520002,385,1289
CSMD1_ENST00000400186,385,1289
CSMD1_ENST00000602723,385,1289
CSMD1,385,1289
CSMD1_ENST00000602557,385,1289
SMAD4_ENST00000588745,380,2828
PCDH15_ENST00000373965,376,1401
PCDH15_ENST00000495484,376,1401
PCDH15_ENST00000414778,376,1401
PCDH15_ENST00000621708,376,1401
PCDH15_ENST00000644397,376,1401
PCDH15_ENST00000616114,376,1401
PCDH15_ENST00000614895,376,1401
PCDH15_ENST00000395446,374,1401
PCDH15_ENST00000409834,374,1401
PCDH15_ENST00000613657,374,1401
PCDH15_ENST00000612394,374,1401
PCDH15_ENST00000395440,374,1401
PCDH15_ENST00000395445,374,1401
PCDH15_ENST00000395442,374,1401
PCDH15_ENST00000617271,374,1401
PCDH15_ENST00000395438,374,1401
ERBB4,374,2040
NRXN3_ENST00000634499,372,1281
PCDH15_ENST00000395432,372,1401
PCDH15_ENST00000320301,372,1401
PCDH15_ENST00000395433,372,1401
PCDH15,372,1401
PCDH15_ENST00000617051,372,1401
PCDH15_ENST00000361849,372,1401
PCDH15_ENST00000622048,372,1401
PCDH15_ENST00000395430,372,1401
PCDH15_ENST00000437009,372,1401
NRXN3,371,1281
EYS,370,1281
EYS_ENST00000503581,370,1281
NRXN3_ENST00000554719,370,1281
NRXN1,369,1311
ERBB4_ENST00000436443,369,2040
NRXN1_ENST00000406316,369,1311
CNTNAP2,369,1281
NRXN1_ENST00000401669,368,1311
NRXN1_ENST00000405472,368,1311
NRXN1_ENST00000625672,368,1311
NRXN1_ENST00000630543,368,1311
RBFOX1_ENST00000641259,367,1281
RBFOX1_ENST00000547372,364,1281
RBFOX1_ENST00000553186,364,1281
CSMD3,364,1289
RBFOX1,364,1281
CSMD3_ENST00000455883,364,1289
RBFOX1_ENST00000550418,364,1281
CSMD3_ENST00000343508,362,1289
CSMD1_ENST00000537824,361,1289
CTNNA2_ENST00000466387,361,1401
PCDH15_ENST00000373955,361,1401
CTNNA2_ENST00000629316,360,1401
CTNNA2_ENST00000496558,360,1401
RBFOX1_ENST00000552089,359,1281
RBFOX1_ENST00000535565,359,1281
PTPRT_ENST00000356100,358,1718
PTPRT,358,1718
PTPRT_ENST00000373190,358,1718
PTPRT_ENST00000373193,358,1718
PTPRT_ENST00000373201,358,1718
PTPRT_ENST00000373184,358,1718
PTPRT_ENST00000373187,358,1718
CTNNA2,357,1401
SGCZ,356,1281
SOX5_ENST00000646273,354,1281
DLG2,354,1311
RBFOX1_ENST00000547338,354,1281
MAGI2_ENST00000419488,352,1259
RYR2,352,1311
MAGI2,352,1259
MAGI2_ENST00000637441,352,1259
MAGI2_ENST00000522391,352,1259
ROBO2,351,1311
CDH18,351,1281
CNTN4_ENST00000418658,350,1283
NTM_ENST00000374791,350,1281
LRRC4C_ENST00000528697,350,1281
CNTNAP5,350,1281
CNTN5,350,1401
THSD7B,350,1281
LRRC4C_ENST00000530763,350,1281
CNTN5_ENST00000528682,350,1401
GRID2_ENST00000510992,349,1281
ERBB4_ENST00000402597,349,2040
CNTN5_ENST00000527185,349,1401
GRID2,349,1281
DPP6_ENST00000404039,349,1371
GALNT17,349,1281
CDH4,347,1281
CDH12_ENST00000504376,346,1281
TENM2_ENST00000518659,346,1289
CDH12,346,1281
CNTN4,345,1283
DMD_ENST00000620040,345,1281
DMD,345,1281
MDGA2_ENST00000399232,345,1281
MDGA2,344,1281
CDH13_ENST00000567109,344,1259
DMD_ENST00000378677,343,1281
LRRTM4_ENST00000409884,343,1281
LRRTM4_ENST00000409093,343,1281
DPP10_ENST00000409163,343,1281
LRRTM4,343,1281
DMD_ENST00000619831,343,1281
DPP10_ENST00000410059,343,1281
CDH13,343,1259
CDH13_ENST00000428848,343,1259
THSD7B_ENST00000272643,343,1281
GRM8,341,1289
CTNNA3,341,1281
DLG2_ENST00000398309,341,1311
GRM8_ENST00000358373,341,1289
DLG2_ENST00000532653,341,1311
DLG2_ENST00000524982,341,1311
NRG1_ENST00000519301,340,1311
RIMS2,340,1281
PTPRD,339,1687
PCDH9,339,1281
OPCML_ENST00000524381,339,1281
PCDH9_ENST00000544246,339,1281
ROBO1,339,1259
MARCH1_ENST00000514618,339,1281
MARCH1,339,1281
DLGAP2,339,1289
TMEM132D,338,1281
AUTS2_ENST00000406775,338,1281
KCNIP4,338,1281
AUTS2_ENST00000644939,338,1281
AUTS2,338,1281
PCDH9_ENST00000456367,338,1281
KCNIP4_ENST00000447367,338,1281
AGBL4,338,1281
GPC6,337,1281
PTPRD_ENST00000463477,337,1687
FSTL5_ENST00000379164,336,1311
FSTL5,336,1311
FSTL5_ENST00000427802,335,1311
ZFHX3,335,1710
SNTG1_ENST00000518864,335,1281
SNTG1_ENST00000522124,335,1281
SNTG1_ENST00000517473,335,1281
SNTG1_ENST00000642164,335,1281
MTUS2,335,1281
SNTG1,335,1281
SNTG1_ENST00000642826,335,1281
SNTG1_ENST00000644093,335,1281
SNTG1_ENST00000646880,335,1281
DLGAP2_ENST00000421627,334,1289
AGBL4_ENST00000371838,333,1281
WWOX_ENST00000539474,332,1281
WWOX_ENST00000402655,332,1281
WWOX,332,1281
DPP6,332,1371
NCAM2,332,1281
WWOX_ENST00000406884,332,1281
ANKS1B_ENST00000547010,331,1259
GALNT17_ENST00000618959,331,1281
ANKS1B,331,1259
ASIC2_ENST00000359872,330,1281
NRG1_ENST00000520407,329,1311
GPC5,329,1281
THSD7B_ENST00000413152,328,1281
SNTG1_ENST00000647073,328,1281
SNTG1_ENST00000643809,328,1281
SNTG1_ENST00000643999,328,1281
EPHA6,328,1281
MACROD2,327,1281
NELL1_ENST00000325319,327,1281
NELL1,327,1281
NELL1_ENST00000357134,327,1281
GABRG3,327,1259
MYT1L_ENST00000644820,326,1281
NELL1_ENST00000532434,326,1281
PCDH11X_ENST00000373097,326,1281
MYT1L,326,1281
MYT1L_ENST00000428368,326,1281
CCSER1,326,1281
PCDH11X,326,1281
PCDH11X_ENST00000361655,326,1281
PCDH11X_ENST00000373088,326,1281
PCDH11X_ENST00000406881,326,1281
MACROD2_ENST00000642719,326,1281
PCDH11X_ENST00000504220,326,1281
AGBL1_ENST00000441037,325,1259
ASTN2,325,1281
ASTN2_ENST00000361477,325,1281
SGCD_ENST00000517913,325,1259
ASTN2_ENST00000313400,325,1281
AGBL4_ENST00000371836,325,1281
CADM2_ENST00000383699,324,1281
CALN1_ENST00000395276,324,1281
CADM2_ENST00000407528,322,1281
KCNIP4_ENST00000382148,322,1281
GALNTL6,322,1281
CALN1_ENST00000431984,321,1281
NRG3_ENST00000556918,320,1281
NRG3,320,1281
ADGRB3,320,1289
CALN1,320,1281
AGBL1,320,1259
NRG3_ENST00000372142,320,1281
NRG3_ENST00000404547,320,1281
IL1RAPL1,320,1281
NRG3_ENST00000404576,320,1281
ADGRB3_ENST00000546190,320,1289
SDK1_ENST00000615806,319,1281
CDH8,319,1281
SDK1_ENST00000389531,319,1281
SDK1,319,1281
DPP10_ENST00000310323,319,1281
CDH8_ENST00000299345,319,1281
CNTN5_ENST00000418526,318,1401
GABRG3_ENST00000555083,318,1259
SPAG16,318,1281
DPP10,318,1281
NEGR1,317,1679
CALN1_ENST00000329008,316,1281
CDH8_ENST00000577730,315,1281
SUGCT_ENST00000335693,314,1259
SUGCT,314,1259
SUGCT_ENST00000401647,314,1259
CTNND2,313,1281
KHDRBS2,312,1281
DCC,312,1289
ATRNL1,312,1311
NRXN3_ENST00000428277,311,1281
NRXN3_ENST00000557594,311,1281
NRXN3_ENST00000281127,311,1281
AUTS2_ENST00000403018,310,1281
MDGA2_ENST00000357362,310,1281
SEMA5A,310,1281
FAT3_ENST00000409404,310,1281
CACNA2D3_ENST00000288197,309,1281
CACNA2D3,309,1281
DLG2_ENST00000280241,309,1311
CACNA2D3_ENST00000415676,309,1281
CDH18_ENST00000382275,309,1281
NKAIN2,309,1259
CLSTN2,309,1311
FAT3,309,1281
CACNA2D3_ENST00000490478,309,1281
CACNA2D3_ENST00000620722,309,1281
PRKN_ENST00000366894,308,1679
PRKN_ENST00000366897,308,1679
MALRD1,308,1259
SNTG2,308,1281
SNTG2_ENST00000407292,308,1281
PRKN_ENST00000338468,308,1679
CDH18_ENST00000502796,308,1281
PRKN,308,1679
PRKN_ENST00000366896,308,1679
NTM,307,1281
NTM_ENST00000374786,307,1281
TENM4,307,1311
SORCS1,306,1281
CNBD1,306,1259
FHIT,306,1281
FHIT_ENST00000476844,306,1281
FHIT_ENST00000492590,306,1281
MGAT4C_ENST00000621808,305,1281
DLG2_ENST00000418306,305,1311
SNTG1_ENST00000643740,305,1281
DLG2_ENST00000330014,305,1311
KCNIP4_ENST00000509207,305,1281
RIMS2_ENST00000507740,305,1281
DLG2_ENST00000531015,305,1311
CSMD2_ENST00000373388,305,1281
CSMD2,305,1281
CSMD2_ENST00000619121,305,1281
GRIK2_ENST00000369138,303,1281
OPCML,303,1281
OPCML_ENST00000612177,303,1281
RYR2_ENST00000360064,303,1311
OPCML_ENST00000541867,303,1281
CDH18_ENST00000511273,303,1281
KAZN_ENST00000636203,303,1281
GRIK2_ENST00000413795,303,1281
OPCML_ENST00000374778,303,1281
GRIK2,303,1281
USH2A,303,1281
PTPRN2_ENST00000389413,302,1281
PTPRN2,302,1281
RIMS2_ENST00000262231,302,1281
DPP6_ENST00000332007,302,1371
PTPRN2_ENST00000389416,302,1281
PTPRN2_ENST00000409483,302,1281
MAGI2_ENST00000629359,301,1259
MAGI2_ENST00000626691,301,1259
DPP6_ENST00000427557,301,1371
FMN2,300,1281
NTM_ENST00000374784,300,1281
SGCZ_ENST00000421524,300,1281
NKAIN2_ENST00000368416,299,1259
WWOX_ENST00000408984,299,1281
DSCAM,298,1281
TENM3,298,1281
PDE4D_ENST00000502484,297,1281
SORCS3,297,1281
SORCS3_ENST00000369699,297,1281
GALNT13_ENST00000392825,297,1281
IL1RAPL2,297,1281
ROBO2_ENST00000461745,296,1311
ROBO2_ENST00000332191,296,1311
DPP6_ENST00000406326,295,1371
CNTN4_ENST00000427331,295,1283
RYR3_ENST00000389232,295,1281
IQCJ-SCHIP1,295,1259
RYR3_ENST00000622037,295,1281
NLGN1,295,1281
BRINP3,295,1311
IMMP2L_ENST00000331762,295,1281
RYR3_ENST00000634418,295,1281
IQCJ-SCHIP1_ENST00000476809,295,1259
RYR3,295,1281
CDH4_ENST00000611855,295,1281
NAALADL2,295,1281
IMMP2L,295,1281
GABRB3_ENST00000541819,295,1281
IMMP2L_ENST00000452895,295,1281
RYR3_ENST00000415757,295,1281
PARD3B_ENST00000349953,294,1281
PARD3B_ENST00000358768,294,1281
PARD3B,294,1281
RGS6_ENST00000553530,294,1281
PARD3B_ENST00000351153,294,1281
RGS6_ENST00000556437,293,1281
TTN_ENST00000342175,293,1311
RGS6,293,1281
TTN_ENST00000615779,293,1311
TTN_ENST00000591111,293,1311
TTN,293,1311
NCKAP5_ENST00000317721,293,1259
TTN_ENST00000460472,293,1311
TTN_ENST00000342992,293,1311
HS3ST4,293,1259
TTN_ENST00000359218,293,1311
NCKAP5,293,1259
NCKAP5_ENST00000405974,293,1259
ARHGAP15,293,1281
NCKAP5_ENST00000409213,293,1259
PRKG1_ENST00000401604,292,1281
PRKG1_ENST00000373985,292,1281
RGS6_ENST00000555571,292,1281
CDH18_ENST00000506372,292,1281
ERC2_ENST00000612797,291,1289
ZNF804B,291,1281
ERC2,291,1289
SNTG1_ENST00000647273,291,1281
CDH13_ENST00000431540,291,1259
ADGRL3_ENST00000512091,291,1267
DLGAP1,291,1281
DLGAP1_ENST00000581527,291,1281
CDH13_ENST00000565636,291,1259
CDH8_ENST00000584337,290,1281
ADGRL3,290,1267
GLI3,290,1311
DACH2,290,1281
DACH2_ENST00000373131,290,1281
TMEM132C,290,1281
PRKN_ENST00000366892,289,1679
NRXN1_ENST00000342183,289,1311
SOX5,289,1281
SOX5_ENST00000381381,289,1281
NRXN1_ENST00000611589,289,1311
NRXN1_ENST00000628364,289,1311
RIMS2_ENST00000436393,289,1281
SOX5_ENST00000537393,289,1281
NRXN1_ENST00000401710,289,1311
SOX5_ENST00000545921,289,1281
RBFOX1_ENST00000620507,288,1281
FGF12_ENST00000450716,288,1281
RBFOX1_ENST00000340209,288,1281
RBFOX1_ENST00000436368,288,1281
RBFOX1_ENST00000355637,288,1281
RBFOX1_ENST00000311745,288,1281
RALYL_ENST00000522455,287,1259
PRKG1_ENST00000646535,287,1281
NEGR1_ENST00000306821,287,1679
RALYL_ENST00000521695,287,1259
PRKG1,287,1281
RALYL,287,1259
RALYL_ENST00000521268,287,1259
RALYL_ENST00000518566,287,1259
MMP16,287,1311
CDH4_ENST00000543233,286,1281
DCC_ENST00000412726,286,1289
RGS6_ENST00000406236,286,1281
NKAIN2_ENST00000545433,286,1259
RGS6_ENST00000404301,286,1281
FGF12_ENST00000445105,286,1281
DLG2_ENST00000398301,286,1311
DOCK2,286,1281
NTRK3_ENST00000394480,286,1860
RGS6_ENST00000407322,286,1281
EYS_ENST00000393380,285,1281
GALNTL6_ENST00000508122,285,1281
IMMP2L_ENST00000450877,285,1281
C8orf34,285,1281
RGS6_ENST00000355512,284,1281
DMD_ENST00000474231,284,1281
UNC13C,284,1311
PLD5,284,1281
DMD_ENST00000378707,284,1281
DMD_ENST00000359836,284,1281
FGF12_ENST00000430714,284,1281
PLD5_ENST00000442594,284,1281
DMD_ENST00000541735,284,1281
LRMDA,283,1281
EPHA6_ENST00000470610,283,1281
GRM5_ENST00000455756,282,1282
GALNT13,282,1281
FGF14,282,1281
CDH12_ENST00000522262,281,1281
GRID2_ENST00000611049,281,1281
HPSE2_ENST00000370549,280,1281
PTPRM_ENST00000332175,280,1281
HDAC9_ENST00000406451,280,1281
HPSE2_ENST00000370546,280,1281
PTPRM,280,1281
FBXL7,280,1281
HPSE2_ENST00000628193,280,1281
HPSE2,280,1281
CAMTA1,279,1281
IQCJ-SCHIP1_ENST00000527095,279,1259
GRM5_ENST00000305432,279,1282
GRM5,279,1282
DGKI_ENST00000453654,279,1281
FBXL7_ENST00000510662,279,1281
IQCJ-SCHIP1_ENST00000638749,279,1259
IQCJ-SCHIP1_ENST00000412423,279,1259
ZFPM2,279,1281
XKR4,279,1281
NPAS3_ENST00000551492,278,1281
NPAS3_ENST00000357798,278,1281
ZFPM2_ENST00000520492,278,1281
NPAS3_ENST00000346562,278,1281
NPAS3_ENST00000548645,278,1281
NPAS3,278,1281
NRXN1_ENST00000628515,278,1311
NTRK3_ENST00000355254,277,1860
NBEA_ENST00000379939,277,1311
NBEA,277,1311
NTRK3_ENST00000557856,277,1860
DGKI,277,1281
NBEA_ENST00000629018,277,1311
DGKI_ENST00000424189,277,1281
CTNND2_ENST00000511377,277,1281
NTRK3,277,1860
DGKI_ENST00000446122,277,1281
HDAC9,277,1281
HDAC9_ENST00000401921,277,1281
CELF2_ENST00000637215,277,1281
PTPRT_ENST00000612229,277,1718
CTNND2_ENST00000503622,277,1281
NTRK3_ENST00000629765,277,1860
NTRK3_ENST00000357724,277,1860
NBEA_ENST00000310336,277,1311
CELF2_ENST00000636488,277,1281
NTRK3_ENST00000626019,277,1860
CA10_ENST00000285273,276,1281
CELF2_ENST00000638035,276,1281
CA10_ENST00000442502,276,1281
CA10_ENST00000570565,276,1281
CA10,276,1281
MAGI2_ENST00000628980,276,1259
MAGI2_ENST00000535697,276,1259
CDH18_ENST00000274170,276,1281
DOCK2_ENST00000520908,275,1281
XKR4_ENST00000622811,275,1281
ADAMTSL3_ENST00000567476,275,1281
ADAMTSL3,275,1281
CDKN2A_ENST00000498628,274,2912
CDKN2A_ENST00000494262,274,2912
PTPRT_ENST00000618610,274,1718
CDKN2A_ENST00000579755,274,2912
CDKN2A_ENST00000530628,274,2912
HMCN1,274,1281
ELMO1_ENST00000448602,273,1281
FOXP2_ENST00000635638,273,1281
DGKB,273,1281
DGKB_ENST00000402815,273,1281
DGKB_ENST00000407950,273,1281
KCNIP4_ENST00000382150,273,1281
CPNE4_ENST00000512055,273,1281
ELMO1,273,1281
SOX5_ENST00000546136,272,1281
DCLK1,272,1281
NLGN1_ENST00000361589,272,1281
DCLK1_ENST00000255448,272,1281
SOX5_ENST00000541536,272,1281
FAM155A,272,1259
DACH2_ENST00000508860,271,1281
NKAIN3,271,1259
NCAM2_ENST00000284894,271,1281
SEMA6D_ENST00000558014,271,1281
DACH2_ENST00000510272,271,1281
LINGO2,270,1281
CNTN5_ENST00000279463,270,1401
AUTS2_ENST00000643587,270,1281
LINGO2_ENST00000308675,270,1281
LINGO2_ENST00000613945,270,1281
PLXDC2_ENST00000377242,269,1281
PLXDC2,269,1281
EPHA5_ENST00000613740,269,1679
EPHA5_ENST00000432638,269,1679
EPHA5_ENST00000354839,269,1679
MAGI2_ENST00000628781,269,1259
TCERG1L,269,1311
EPHA5,269,1679
EPHA5_ENST00000511294,269,1679
EPHA5_ENST00000273854,269,1679
MAGI2_ENST00000630991,269,1259
UNC5D_ENST00000287272,268,1281
ADAMTS12,268,1311
OCA2,268,1281
ADARB2,268,1281
ADAMTS12_ENST00000352040,268,1311
OCA2_ENST00000353809,268,1281
UNC5D_ENST00000416672,267,1281
PRKG1_ENST00000645324,267,1281
LRFN5,267,1311
UNC5D,267,1281
PRKG1_ENST00000373976,267,1281
UNC5D_ENST00000420357,267,1281
DMD_ENST00000288447,266,1281
GRID1,266,1281
PXDNL,266,1311
LRFN5_ENST00000554120,266,1311
HECW1,266,1311
SLIT3_ENST00000519560,265,1281
CDKN2A,265,2912
SLIT3,265,1281
CACNA1C_ENST00000399621,264,1281
CACNA1C,264,1281
CACNA1C_ENST00000399591,264,1281
CACNA1C_ENST00000399603,264,1281
CACNA1C_ENST00000399638,264,1281
HDAC9_ENST00000432645,264,1281
CACNA1C_ENST00000327702,264,1281
CNTN5_ENST00000619298,264,1401
CACNA1C_ENST00000399601,264,1281
CACNA1C_ENST00000399637,264,1281
HECW1_ENST00000453890,264,1311
CACNA1C_ENST00000399617,264,1281
CACNA1C_ENST00000406454,264,1281
CACNA1C_ENST00000399641,264,1281
CACNA1C_ENST00000399629,264,1281
CACNA1C_ENST00000344100,264,1281
CACNA1C_ENST00000399649,264,1281
CACNA1C_ENST00000399595,264,1281
CACNA1C_ENST00000399634,264,1281
SYNE1,264,1289
CACNA1C_ENST00000399644,264,1281
CACNA1C_ENST00000399597,264,1281
CACNA1C_ENST00000335762,264,1281
SYNE1_ENST00000341594,264,1289
CACNA1C_ENST00000399655,264,1281
SYNE1_ENST00000423061,264,1289
CACNA1C_ENST00000402845,264,1281
CACNA1C_ENST00000399606,264,1281
CNTN6_ENST00000350110,263,1281
CNTN6,263,1281
SYT1,263,1311
SYT1_ENST00000457153,263,1311
CDKN2A_ENST00000579122,263,2912
SYT1_ENST00000393240,263,1311
PLD5_ENST00000427495,263,1281
CTNNA2_ENST00000541047,263,1401
GRIK2_ENST00000369134,262,1281
GRIK2_ENST00000318991,262,1281
GRIK2_ENST00000369137,262,1281
DGKB_ENST00000399322,262,1281
CTNNA2_ENST00000343114,260,1401
RIMBP2_ENST00000643940,260,1281
CTNNA2_ENST00000540488,260,1401
SORCS1_ENST00000612154,260,1281
CTNNA2_ENST00000361291,260,1401
SORCS1_ENST00000622431,260,1281
NTRK3_ENST00000558676,260,1860
ABCA13,259,1281
C8orf34_ENST00000337103,259,1281
GRM7,259,1281
DCC_ENST00000581580,259,1289
GRM7_ENST00000486284,259,1281
ATP8A2,258,1281
AF241726.2,258,1260
SORCS1_ENST00000344440,258,1281
DPYD,257,1289
RABGAP1L,257,1281
CFAP299,256,1281
CFAP299_ENST00000358105,256,1281
AFF3_ENST00000317233,256,1319
GRIA1_ENST00000285900,256,1311
PCDHA1,256,1261
GRIA1_ENST00000340592,256,1311
RIMS1_ENST00000264839,256,1311
CACNB2,256,1281
RIMS1,255,1311
VPS13B_ENST00000357162,255,1311
RIMS1_ENST00000518273,255,1311
VPS13B,255,1311
PCDHA1_ENST00000394633,255,1261
CACNB2_ENST00000645287,255,1281
CACNB2_ENST00000282343,255,1281
CACNB2_ENST00000377328,255,1281
RIMS1_ENST00000517960,255,1311
GRIA1_ENST00000518142,255,1311
CACNB2_ENST00000352115,255,1281
RIMS1_ENST00000491071,255,1311
RIMS1_ENST00000522291,255,1311
DCDC1_ENST00000597505,255,1281
FOXP2_ENST00000634411,255,1281
GRIA1_ENST00000521843,255,1311
GRIA1,255,1311
RIMS1_ENST00000520567,255,1311
AFF2_ENST00000342251,254,1281
AFF2,254,1281
EDIL3_ENST00000380138,254,1281
TNR,254,1371
FAM135B,254,1281
AFF2_ENST00000370457,254,1281
HS6ST3,254,1281
GRM7_ENST00000389336,254,1281
EDIL3,254,1281
FRMD4A,254,1281
TNR_ENST00000263525,254,1371
GRIA1_ENST00000448073,254,1311
TRPM3_ENST00000357533,253,1281
MYO16_ENST00000356711,253,1311
PARD3B_ENST00000462231,253,1281
DGKB_ENST00000406247,252,1281
SLIT2_ENST00000273739,252,1281
PAPPA2,252,1281
SPOCK3_ENST00000421836,252,1281
SPOCK3,252,1281
LHFPL3_ENST00000401970,252,1259
SPOCK3_ENST00000506886,252,1281
SPOCK3_ENST00000357545,252,1281
SLIT2_ENST00000622093,252,1281
SPOCK3_ENST00000541354,252,1281
SPOCK3_ENST00000502330,252,1281
SPOCK3_ENST00000504953,252,1281
SLIT2_ENST00000503823,252,1281
LHFPL3,252,1259
SLIT2_ENST00000503837,252,1281
SPOCK3_ENST00000511531,252,1281
SPOCK3_ENST00000510741,252,1281
STK32B,252,1281
SLIT2,252,1281
ROBO1_ENST00000618846,251,1259
ROBO1_ENST00000467549,251,1259
ANKRD30A_ENST00000602533,251,1281
ROBO1_ENST00000618833,251,1259
KCNH1_ENST00000640044,251,1281
IMMP2L_ENST00000447215,251,1281
KCNH1_ENST00000639952,251,1281
KCNH1_ENST00000640566,251,1281
SPOCK3_ENST00000511269,251,1281
KCNH1_ENST00000638498,251,1281
KCNH1_ENST00000367007,251,1281
KCNH1,251,1281
SPOCK3_ENST00000512681,251,1281
ROBO1_ENST00000436010,251,1259
ROBO1_ENST00000495273,251,1259
NALCN,250,1281
KCNQ3,250,1311
ZNF423_ENST00000563137,250,1311
AFF3_ENST00000409236,250,1319
GABRB1,250,1281
RBMS3_ENST00000434693,250,1281
RBMS3_ENST00000383766,249,1281
RBMS3,249,1281
ADAM12,249,1281
PARD3B_ENST00000622699,249,1281
CNTN1,249,1311
PARD3B_ENST00000614500,249,1281
PARD3B_ENST00000613457,249,1281
NTRK3_ENST00000542733,249,1860
RBMS3_ENST00000452462,249,1281
ZNF423_ENST00000562520,249,1311
AFF3,249,1319
KIAA1217_ENST00000376462,249,1281
NRXN3_ENST00000335750,248,1281
RBMS3_ENST00000456853,248,1281
RELN,248,1281
RBMS3_ENST00000273139,248,1281
RELN_ENST00000424685,248,1281
AC058822.1,248,1260
GLI3_ENST00000479210,248,1311
SHISA9,248,1259
RELN_ENST00000343529,248,1281
MYO16,247,1311
PRKG1_ENST00000643582,247,1281
PTPRM_ENST00000400053,247,1281
DIAPH2,247,1311
KCND2,247,1281
KCNQ3_ENST00000519445,247,1311
LUZP2_ENST00000533227,246,1281
PTPRM_ENST00000400060,246,1281
CACNA1C_ENST00000480911,246,1281
PRKG1_ENST00000643704,246,1281
DIAPH2_ENST00000373061,246,1311
ADGRL2_ENST00000370723,245,1281
ADGRL2_ENST00000370727,245,1281
ADGRL2_ENST00000370721,245,1281
ADGRL2_ENST00000370728,245,1281
ADGRL2_ENST00000370725,245,1281
LUZP2,245,1281
ADGRL2,245,1281
LRRC7_ENST00000310961,244,1281
ZBTB20_ENST00000357258,244,1311
LRMDA_ENST00000372499,243,1281
SPOCK3_ENST00000512648,243,1281
ASTN1_ENST00000367657,243,1311
KCNQ3_ENST00000521134,243,1311
ZNF423,243,1311
ANK2_ENST00000506722,243,1281
MAGI2_ENST00000637282,242,1259
LSAMP,242,1281
SGCD_ENST00000435422,242,1259
MYO16_ENST00000357550,242,1311
ADGRL3_ENST00000511324,241,1267
ADGRL3_ENST00000507625,241,1267
ADGRL3_ENST00000508693,241,1267
DCLK1_ENST00000379892,241,1281
ADGRL3_ENST00000506700,241,1267
ADGRL3_ENST00000507164,241,1267
MAGI2_ENST00000519748,241,1259
ADGRL3_ENST00000514996,241,1267
ADGRL3_ENST00000506720,241,1267
ADAM12_ENST00000368676,241,1281
ADGRL3_ENST00000509896,241,1267
RGS7_ENST00000366563,241,1311
GRIK4,241,1281
ST6GALNAC3,241,1281
RGS7_ENST00000366564,241,1311
ADGRL3_ENST00000514157,241,1267
SGCD,241,1259
ADGRL3_ENST00000506746,241,1267
ADGRL3_ENST00000508946,241,1267
PDE3A,241,1281
RGS7,241,1311
ADGRL3_ENST00000504896,241,1267
ELMO1_ENST00000442504,240,1281
ADCY8,240,1281
GRIK4_ENST00000638419,240,1281
RGS7_ENST00000348120,240,1311
PLCB1_ENST00000637919,239,1281
ZNF423_ENST00000262383,239,1311
TENM2,239,1289
ADCY8_ENST00000377928,239,1281
ASTN1,239,1311
TENM2_ENST00000519204,239,1289
KCNMA1_ENST00000639601,238,1281
KCNT2_ENST00000367433,238,1281
KCNT2,238,1281
KCNT2_ENST00000609185,238,1281
RBMS3_ENST00000445033,238,1281
KCNT2_ENST00000451324,238,1281
ZNF804A,238,1281
KCNMA1_ENST00000638991,238,1281
FRMPD4,238,1311
KCNMA1_ENST00000639913,238,1281
PPFIA2_ENST00000552948,237,1281
PPFIA2_ENST00000548586,237,1281
PREX2,237,1381
PCDHA2,237,1282
PACRG_ENST00000366889,237,1281
PPFIA2_ENST00000550584,237,1281
PPFIA2_ENST00000549325,237,1281
PPFIA2,237,1281
PACRG,237,1281
PACRG_ENST00000366888,237,1281
FAM19A1,236,1259
SMYD3,236,1281
FAM19A1_ENST00000496687,236,1259
ASTN1_ENST00000424564,236,1311
DIAPH2_ENST00000355827,235,1311
DIAPH2_ENST00000373049,235,1311
DIAPH2_ENST00000373054,235,1311
MACROD2_ENST00000402914,235,1281
NTRK3_ENST00000317501,235,1860
KCNMA1_ENST00000640523,234,1281
KCNMA1_ENST00000639486,234,1281
KCNMA1_ENST00000638203,234,1281
KCNMA1_ENST00000639591,234,1281
KCNMA1_ENST00000638606,234,1281
KCNMA1_ENST00000638351,234,1281
KLHL1_ENST00000545028,234,1281
KCNMA1_ENST00000404771,234,1281
KCNMA1_ENST00000638223,234,1281
KCNMA1_ENST00000639090,234,1281
KCNMA1_ENST00000640605,234,1281
SLC8A1_ENST00000405269,234,1281
KCNMA1_ENST00000639489,234,1281
KCNMA1_ENST00000638848,234,1281
KCNMA1_ENST00000638306,234,1281
KCNMA1_ENST00000640807,234,1281
KCNMA1_ENST00000372440,234,1281
KLHL1,234,1281
